hostname,sy_dist,total_planets,st_teff,st_rad,st_mass,potentially_habitable
TOI-913,65.1769,1,4969.0,0.7325,0.82,0
TOI-942,152.601,1,4969.0,0.894,0.822,0
TOI-954,238.768,1,5710.0,1.892,1.201,0
TOI-969,77.2554,2,4435.0,0.671,0.734,0
TRAPPIST-1,12.42988881,7,2566.0,0.1192,0.0898,1
Teegarden's Star,3.83078,3,3034.0,0.12,0.097,1
V1298 Tau,108.199,4,4941.0,1.345,1.101,0
WASP-102,535.689,1,5990.0,1.375,1.08,0
WASP-105,169.272,1,5070.0,0.9,0.89,0
WASP-107,64.7414,1,4425.0,0.67,0.683,0
WASP-110,274.96,1,5400.0,0.863922,0.95,0
WASP-113,435.156,1,5890.0,1.608,1.318,0
WASP-114,523.337,1,5940.0,1.43,1.289,0
WASP-116,559.243,1,6250.0,1.426,1.25,0
WASP-118,376.658,1,6410.0,1.696,1.32,0
WASP-119,302.448,1,5650.0,1.2,1.02,0
WASP-120,381.174,1,6450.0,1.87,1.393,0
WASP-121,269.898,1,6776.0,1.458,1.358,0
WASP-123,197.996,1,5740.0,1.285,1.166,0
WASP-124,448.637,1,6050.0,1.02,1.07,0
WASP-126,216.526,1,5800.0,1.27,1.12,0
WASP-127,159.507,1,5620.0,1.333,0.95,0
WASP-129,301.462,1,5900.0,0.9,1.0,0
WASP-130,172.256,1,5625.0,0.96,1.04,0
WASP-131,200.075,1,5990.0,1.561,1.06,0
WASP-132,122.91,3,4686.0,0.758,0.789,0
WASP-133,559.084,1,5700.0,1.44,1.16,0
WASP-135,298.214,1,5675.0,0.96,0.98,0
WASP-136,275.587,1,6260.0,2.21,1.41,0
WASP-138,414.234,1,6272.0,1.36,1.22,0
WASP-139,212.472,1,5310.0,0.8,0.92,0
WASP-140,117.598,1,5260.0,0.87,0.9,0
WASP-141,516.543,1,5900.0,1.37,1.25,0
WASP-142,730.933,1,6010.0,1.64,1.33,0
WASP-144,355.513,1,5200.0,0.81,0.81,0
WASP-145 A,91.299,1,4900.0,0.68,0.76,0
WASP-147,436.098,1,5702.0,1.429,1.044,0
WASP-148,246.353,1,5555.0,0.912,0.954,0
WASP-149,211.73,1,5750.0,1.08,1.05,0
WASP-150,527.995,1,6218.0,1.651,1.394,0
WASP-151,453.099,1,5871.0,1.181,1.081,0
WASP-153,610.176,1,5914.0,1.73,1.336,0
WASP-154,215.501,1,4774.0,0.823,0.8,0
WASP-155,399.63,1,5660.0,1.24,1.09,0
WASP-156,122.066,1,4987.0,0.8268,0.8712,0
WASP-158,524.993,1,6350.0,1.39,1.38,0
WASP-159,715.383,1,6120.0,2.11,1.41,0
WASP-160 B,288.326,1,5298.0,0.868,0.87,0
WASP-161,343.08,1,6400.0,1.712,1.39,0
WASP-162,310.841,1,5300.0,1.11,0.95,0
WASP-163,261.386,1,5500.0,1.015,0.97,0
WASP-164,327.506,1,5806.0,0.932,0.946,0
WASP-165,602.236,1,5599.0,1.75,1.248,0
WASP-166,114.173,1,6050.0,1.22,1.19,0
WASP-167,423.552,1,7000.0,1.79,1.59,0
WASP-168,303.941,1,6000.0,1.12,1.08,0
WASP-169,627.066,1,6110.0,2.011,1.337,0
WASP-170,305.603,1,5600.0,0.938,0.93,0
WASP-171,757.84,1,5965.0,1.637,1.171,0
WASP-172,538.11,1,6900.0,1.91,1.49,0
WASP-173 A,232.98,1,5800.0,1.11,1.05,0
WASP-174,410.149,1,6399.0,1.347,1.24,0
WASP-175,539.36,1,6229.0,1.204,1.212,0
WASP-176,568.42,1,5941.0,1.925,1.345,0
WASP-177,176.818,1,5017.0,0.885,0.876,0
WASP-178,427.678,1,9360.0,1.67,2.07,0
WASP-180 A,253.985,1,6600.0,1.19,1.3,0
WASP-181,437.495,1,5839.0,0.965,1.04,0
WASP-182,327.602,1,5638.0,1.34,1.076,0
WASP-183,325.377,1,5313.0,0.871,0.784,0
WASP-184,663.231,1,6000.0,1.65,1.23,0
WASP-186,278.514,1,6361.0,1.47,1.22,0
WASP-187,371.414,1,6150.0,2.83,1.54,0
WASP-188,675.281,1,6850.0,1.83,1.5,0
WASP-190,542.251,1,6400.0,1.6,1.35,0
WASP-192,508.885,1,5910.0,1.32,1.09,0
WASP-193,362.087,1,6078.0,1.239,1.059,0
WASP-194,476.831,1,6405.0,1.409,1.29,0
WASP-195,484.852,1,6300.0,1.578,1.3,0
WASP-197,483.675,1,6050.0,2.112,1.36,0
WASP-20,211.877,1,5940.0,1.392,1.2,0
WASP-53,201.338,1,4953.0,0.798,0.839,0
WASP-74,149.216,1,5990.0,1.42,0.98,0
WASP-76,194.459,1,6329.0,1.756,1.458,0
WASP-81,398.505,1,5870.0,1.283,1.08,0
WASP-82,275.664,1,6480.0,2.1,1.48,0
WASP-83,271.103,1,5510.0,1.05,1.11,0
WASP-84,100.588,1,5280.0,0.768,0.853,0
WASP-85 A,141.887,1,6112.0,0.935,1.09,0
WASP-87,298.392,1,6450.0,1.627,1.204,0
WASP-90,466.433,1,6430.0,1.98,1.55,0
WASP-91,149.942,1,4920.0,0.86,0.84,0
WASP-92,575.889,1,6280.0,1.341,1.19,0
WASP-93,370.284,1,6700.0,1.524,1.334,0
WD 1856+534,24.7359,1,4710.0,0.0131,0.518,0
Wendelstein-1,305.3,1,4251.0,0.61,0.65,0
Wendelstein-2,565.541,1,4591.0,0.66,0.73,0
Wolf 1069,9.58341,1,3158.0,0.1813,0.167,1
Wolf 327,28.5321,1,3542.0,0.406,0.405,0
Wolf 503,44.526,1,4716.0,0.689,0.688,0
XO-6,235.479,1,6720.0,1.93,1.47,0
XO-7,234.149,1,6250.0,1.48,1.405,0
YZ Cet,3.71207,3,3151.0,0.157,0.142,0
rho CrB,17.4671,1,5817.0,1.34,0.95,0
