pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_insol,pl_orbsmax,pl_dens,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
Kepler-1957 b,Kepler-1957,Transit,2021,2.186619997,0.94374867,0.79,1099.0,345.07,0.0299,5.16,4904.0,0.772,0.745,460.899,1,1
Kepler-1960 b,Kepler-1960,Transit,2021,2.297940016,1.30749704,2.26,1547.0,1352.14,0.0354,5.56,6371.0,1.072,1.117,1527.56,1,1
Kepler-1958 b,Kepler-1958,Transit,2021,9.328619957,2.05124311,4.86,806.0,99.6,0.0856,3.09,5749.0,0.864,0.961,1320.38,1,1
Kepler-633 c,Kepler-633,Transit,2021,23.78319931,2.296,5.89,725.0,115.4,0.16246,2.67,5877.0,1.265,0.997,680.54,2,1
Kepler-1711 b,Kepler-1711,Transit,2021,21.06080055,1.923,4.36,669.0,47.39,0.1463,3.37,5706.0,1.034,0.94,590.268,1,1
Kepler-1705 b,Kepler-1705,Transit,2021,9.03502,2.03,4.47,789.0,91.74,0.08,2.977353,6312.0,1.259,1.139,1633.49,2,1
Kepler-1892 b,Kepler-1892,Transit,2021,6.331230164,1.83707938,4.03,822.0,108.04,0.0633,3.57,5383.0,0.759,0.851,851.595,1,1
Kepler-1963 b,Kepler-1963,Transit,2021,1.962260008,0.74437023,0.337,1448.0,612.3,0.02915,4.49,5726.0,0.979,0.915,492.847,1,1
GJ 411 b,GJ 411,Radial Velocity,2019,12.9394,1.45,2.69,349.83,3.13,0.07879,4.85,3719.0,0.3685,0.3899,5.675773,2,1
TOI-1670 b,TOI-1670,Transit,2022,10.98462,2.06,41.31769291,1062.0,196.694,0.103,8.6,6170.0,1.316,1.21,168.067,2,1
K2-370 b,K2-370,Transit,2022,2.14084,3.207,10.4,1267.0,428.205,,1.73,5377.0,0.971,0.984,144.202,1,1
Kepler-167 e,Kepler-167,Transit,2016,1071.23205,10.16,321.00669107,134.4,0.1,1.883,1.68,4884.0,0.749,0.777,341.908,4,2
HD 28109 d,HD 28109,Transit,2022,84.25999,3.25,5.681,506.5,17.3745,0.411,0.909,6120.0,1.446,1.26,139.611,3,1
Kepler-167 d,Kepler-167,Transit,2016,21.80379,1.238,2.06,538.0,14.489,0.1404,5.97,4884.0,0.749,0.777,341.908,4,2
TOI-712 c,TOI-712,Transit,2022,51.69906,2.701,7.76,369.9,3.08,0.2447,2.16,4622.0,0.674,0.732,58.6212,3,1
TOI-712 b,TOI-712,Transit,2022,9.531361,2.049,4.85,650.0,22.6,0.07928,3.1,4622.0,0.674,0.732,58.6212,3,1
K2-403 b,K2-403,Transit,2022,33.589979,5.333,24.6,949.0,134.883,,0.891,5511.0,0.886,0.784,246.599,1,1
TOI-1227 b,TOI-1227,Transit,2022,27.36397,9.57246952,66.5,243.77,3.21,0.0886,0.417,3072.0,0.56,0.17,100.641,1,1
TOI-1759 b,TOI-1759,Transit,2022,18.85019,3.14,10.8,443.0,6.39,0.1177,1.91,4065.0,0.597,0.606,40.0654,1,1
TOI-2136 b,TOI-2136,Transit,2022,7.851928,2.19,6.37,395.0,4.0,0.057,3.34,3342.0,0.34,0.34,33.3631,1,1
TOI-3331 A b,TOI-3331 A,Transit,2022,2.0180231,12.97999965,721.47048389,1488.0,818.5,0.03144,1.82,5609.0,0.952,1.016,217.193,1,2
TOI-3540 A b,TOI-3540 A,Transit,2022,3.119999,23.53885947,375.03752026,1498.0,841.3,0.04289,0.065,5810.0,1.228,1.081,,1,2
K2-199 b,K2-199,Transit,2018,3.2253993,1.73,6.9,913.0,116.2,0.0382,7.2,4491.0,0.682,0.711,107.518,2,1
TOI-2421 b,TOI-2421,Transit,2022,4.3474032,10.36830715,105.83685953,1534.0,923.6,0.0543,0.52,5607.0,1.75,1.131,327.927,1,1
TOI-1268 b,TOI-1268,Transit,2022,8.1577094,9.1,96.4,918.9,91.0972,0.0711,0.71,5300.0,0.92,0.96,109.557,1,1
GJ 3929 c,GJ 3929,Radial Velocity,2022,15.04,2.26,5.71,317.0,1.68,0.081,2.72,3384.0,0.32,0.313,15.8095,2,1
TOI-2567 b,TOI-2567,Transit,2022,5.983944,10.92875618,63.88350981,1352.0,558.0,0.0672,0.269,5611.0,1.686,1.13,504.775,1,1
K2-25 b,K2-25,Transit,2015,3.48456408,3.44,24.5,494.0,9.91,0.0287,3.31,3207.0,0.2932,0.2634,44.9565,1,1
TOI-2193 A b,TOI-2193 A,Transit,2022,2.1225735,19.83989584,298.75870258,1763.0,1600.0,0.03319,0.06,5966.0,1.248,1.082,337.064,1,2
K2-212 b,K2-212,Transit,2018,9.795647,2.65,7.51,542.0,21.964,0.0785,2.22,4349.0,0.678,0.622,109.218,1,1
TOI-500 b,TOI-500,Transit,2022,0.548177,1.166,1.42,1617.0,1138.0,0.01189,4.89,4440.0,0.678,0.74,47.3924,4,1
TOI-4479 b,TOI-4479,Transit,2022,1.1589,2.82,8.35,861.0,92.5,0.0164,2.05,3400.0,0.451,0.452,80.6532,1,1
TOI-620 b,TOI-620,Transit,2022,5.0988179,3.76,13.6,603.6,20.8,0.04825,1.41,3708.0,0.55,0.577,33.0231,1,1
KOI-984 b,KOI-984,Transit,2022,4.2881785,4.3,17.1,1022.0,186.31,0.0504,1.18,5295.0,0.818,0.928,252.667,2,1
TOI-2081 b,TOI-2081,Transit,2022,10.50534,2.04,4.82,488.0,8.1,0.0752,3.12,3800.0,0.534,0.54,62.3446,1,1
TOI-1246 b,TOI-1246,Transit,2022,4.30744,3.01,8.1,955.0,196.0,0.049,1.63,5151.0,0.86,0.87,169.422,4,1
HD 260655 b,HD 260655,Transit,2022,2.76953,1.24,2.14,709.0,42.2,0.02933,6.2,3803.0,0.439,0.439,10.0055,2,1
HIP 94235 b,HIP 94235,Transit,2022,7.713057,3.0,379.0,1060.0,219.2841,0.0787,NaN,5991.0,1.08,1.094,58.5146,1,2
HD 260655 c,HD 260655,Transit,2022,5.70588,1.533,3.09,557.0,16.1,0.04749,4.7,3803.0,0.439,0.439,10.0055,2,1
K2-394 b,K2-394,Transit,2022,5.095717,1.692,3.51,643.0,28.5068,,3.98,4938.0,0.631,0.478,98.0152,1,1
TOI-216.02,TOI-216,Transit,2019,17.16073,8.0,18.75187601,628.0,25.9,0.1293,0.34,5026.0,0.748,0.77,177.945,2,1
K2-388 b,K2-388,Transit,2022,6.339069,3.66,13.0,922.0,120.002,,1.46,5367.0,0.897,0.842,290.495,1,1
HD 73583 b,HD 73583,Transit,2022,6.398042,2.79,10.2,714.0,43.3,0.0604,2.58,4511.0,0.65,0.73,31.5666,2,1
HD 73583 c,HD 73583,Transit,2022,18.87974,2.39,9.7,498.0,10.2,0.1242,3.88,4511.0,0.65,0.73,31.5666,2,1
HD 23472 c,HD 23472,Transit,2019,29.79749,1.87,3.41,467.0,7.96,0.1646,3.1,4684.0,0.71,0.67,39.0341,5,1
HD 23472 f,HD 23472,Transit,2022,12.1621839,1.137,0.77,630.0,26.3,0.0906,3.0,4684.0,0.71,0.67,39.0341,5,1
TOI-1820 b,TOI-1820,Transit,2022,4.860674,12.778238,731.0053361,1375.0,292.245,0.061,2.0,5734.0,1.51,1.04,248.504,1,1
HD 80869 b,HD 80869,Radial Velocity,2021,1752.92067,12.8,1609.80088146,203.2,0.142,2.905,4.22,5837.0,1.062,1.06,85.3951,1,1
TOI-2048 b,TOI-2048,Transit,2022,13.79019,2.61,7.32,646.0,29.035,,2.26,5185.0,0.79,0.83,116.567,1,1
HD 95544 b,HD 95544,Radial Velocity,2021,2041.54152,12.8,1913.64483855,156.5,0.1,3.166,5.01,5722.0,1.088,1.01,87.8049,1,1
LP 890-9 c,LP 890-9,Transit,2022,8.457463,1.367,25.3,272.0,0.906,0.03984,NaN,2850.0,0.1556,0.118,32.4298,2,1
TOI-4137 b,TOI-4137,Transit,2022,3.8016122,13.57407563,457.67290608,1570.0,1013.0,0.05222,1.01,6202.0,1.438,1.313,334.993,1,1
TOI-2583 A b,TOI-2583 A,Transit,2023,4.5207265,14.4595851,79.45710175,1456.0,750.9,0.0571,0.144,5936.0,1.477,1.215,566.189,1,2
TOI-2587 A b,TOI-2587 A,Transit,2023,5.45664,12.07207221,69.28659273,1445.0,728.0,0.0635,0.216,5760.0,1.726,1.15,373.675,1,2
TOI-2096 b,TOI-2096,Transit,2023,3.1190633,1.243,2.08,445.0,9.4,0.025,5.95,3300.0,0.235,0.231,48.4809,2,1
TOI-2096 c,TOI-2096,Transit,2023,6.38784,1.914,4.32,349.0,3.7,0.04,3.39,3300.0,0.235,0.231,48.4809,2,1
TOI-700 b,TOI-700,Transit,2020,9.977219,0.914,0.704,417.0,4.98,0.0677,5.07,3459.0,0.421,0.415,31.1265,4,1
TOI-2842 b,TOI-2842,Transit,2023,3.5514058,12.84549188,117.59651059,1471.0,781.8,0.0475,0.304,5910.0,1.265,1.135,460.995,1,1
TOI-4603 b,TOI-4603,Transit,2023,7.24599,11.67975789,4096.80816623,1677.0,1192.0,0.0888,14.1,6264.0,2.738,1.765,225.643,1,1
TOI-700 d,TOI-700,Transit,2020,37.42396,1.073,1.25,268.8,0.85,0.1633,5.56,3459.0,0.421,0.415,31.1265,4,1
TOI-2977 b,TOI-2977,Transit,2023,2.3505614,13.15934334,533.95172376,1544.0,947.8,0.03386,1.28,5691.0,1.073,0.936,,1,1
MASCARA-1 b,MASCARA-1,Transit,2017,2.14877381,17.90074218,1175.971,2594.3,38711.5,0.040352,1.5,7490.0,2.082,1.9,182.273,1,1
TOI-3688 A b,TOI-3688 A,Transit,2023,3.246075,13.08088048,311.47183886,1534.0,924.3,0.0456,0.76,5950.0,1.302,1.199,396.378,1,2
K2-136 c,K2-136,Transit,2017,17.30713,3.0,18.1,470.0,11.91,0.1185,3.69,4500.0,0.677,0.742,59.2474,3,2
Proxima Cen b,Proxima Cen,Radial Velocity,2016,11.1868,1.03,1.07,234.0,0.65,0.04856,5.38,2900.0,0.141,0.1221,1.30119,1,3
TOI-3807 b,TOI-3807,Transit,2023,2.8989727,18.49481816,330.54154328,1646.0,1230.0,0.0421,0.289,5772.0,1.468,1.181,421.745,1,1
K2-415 b,K2-415,Transit,2023,4.0179694,1.015,7.5,412.4,4.82,0.027,NaN,3173.0,0.1965,0.1635,21.8182,1,1
TOI-1260 b,TOI-1260,Transit,2021,3.127463,2.41,8.56,871.0,95.58,0.0367,3.35,4227.0,0.672,0.679,73.5977,3,1
TOI-4342 b,TOI-4342,Transit,2023,5.5382498,2.266,5.76,633.6,26.9,0.05251,2.72,3901.0,0.599,0.6296,61.5204,2,1
TOI-4087 b,TOI-4087,Transit,2023,3.1774835,13.04725353,232.01473711,1458.0,753.9,0.04469,0.57,6060.0,1.112,1.178,301.676,1,1
TOI-4463 A b,TOI-4463 A,Transit,2023,2.8807198,13.26022417,252.35575516,1395.0,633.0,0.04036,0.595,5640.0,1.062,1.056,173.117,1,2
K2-263 b,K2-263,Transit,2018,50.818947,2.41,14.9,470.0,8.17,0.2573,5.8,5368.0,0.85,0.88,162.481,1,1
HD 109833 c,HD 109833,Transit,2022,13.900148,2.59,7.22,756.7,77.4842,,2.28,5881.0,1.0,1.08,79.5561,2,1
HD 80653 b,HD 80653,Transit,2020,0.719573,1.613,5.72,2463.0,6130.0,0.01661,7.47,5959.0,1.22,1.18,109.86,2,1
GJ 1002 c,GJ 1002,Radial Velocity,2022,21.202,1.1,1.36,181.7,0.257,0.0738,5.61,3024.0,0.137,0.12,4.84867,2,1
TOI-181 b,TOI-181,Transit,2023,4.532,6.9559,46.1687,895.1,102.43,0.0539,0.7562,4994.0,0.745,0.822,96.2338,1,1
TOI-733 b,TOI-733,Transit,2023,4.884765,1.992,5.72,1055.8,207.1,0.0618,3.98,5585.0,0.949,0.956,75.2092,1,1
HD 191939 b,HD 191939,Transit,2020,8.8803256,3.41,10.0,880.0,100.0,0.0804,1.4,5348.0,0.94,0.81,53.6089,6,1
HD 191939 c,HD 191939,Transit,2020,28.579743,3.195,8.0,600.0,21.0,0.1752,1.35,5348.0,0.94,0.81,53.6089,6,1
HD 23472 e,HD 23472,Transit,2022,7.90754,0.818,0.72,723.0,46.7,0.068,7.5,4684.0,0.71,0.67,39.0341,5,1
HD 191939 d,HD 191939,Transit,2020,38.353037,2.995,2.8,540.0,14.3,0.2132,0.57,5348.0,0.94,0.81,53.6089,6,1
TOI-1811 b,TOI-1811,Transit,2023,3.7130765,11.14172682,308.9292116,962.2,55.9743,0.04389,1.23,4766.0,0.769,0.817,128.23,1,1
TOI-5238 b,TOI-5238,Transit,2022,4.872171,5.22,23.7,1042.0,195.925,,0.916,5631.0,1.02283,1.0,290.646,1,1
GJ 3090 b,GJ 3090,Transit,2022,2.8531054,2.13,3.34,693.0,23.0419,0.03165,1.89,3556.0,0.516,0.519,22.4751,1,1
HATS-54 b,HATS-54,Transit,2019,2.5441765,11.37711541,239.32479047,1429.0,476.965,0.037,0.77,5621.0,1.23,1.05,748.585,1,1
TOI-2025 b,TOI-2025,Transit,2022,8.8720982,11.89272852,1144.1822652,1166.0,343.7178,0.0892,3.74,5977.0,1.459,1.199,335.985,1,1
TOI-2152 A b,TOI-2152,Transit,2023,3.3773512,14.35870428,899.45439181,1802.0,2195.7879,0.05064,1.67,6630.0,1.612,1.516,303.006,1,3
TOI-5542 b,TOI-5542,Transit,2022,75.12375,11.30986153,419.53349724,441.0,9.6,0.332,1.6,5700.0,1.058,0.89,348.849,1,1
NGTS-24 b,NGTS-24,Transit,2022,3.4678796,13.60770257,165.27077164,1499.0,391.83,0.0479,0.36,5820.0,1.64,1.26,683.062,1,1
TOI-2154 b,TOI-2154,Transit,2023,3.8240801,16.28664896,292.40213444,1580.0,1005.8946,0.0513,0.37,6280.0,1.396,1.233,296.46,1,1
TOI-2497 b,TOI-2497,Transit,2023,10.655669,11.14172682,1531.93292174,1595.0,997.8085,0.1166,6.1,7360.0,2.36,1.859,285.289,1,1
TOI-277 b,TOI-277,Transit,2022,3.994,2.65,7.51,587.92,28.236,0.0269,2.22,4031.0,0.362,0.16,64.6692,1,1
Wolf 1069 b,Wolf 1069,Radial Velocity,2023,15.564,1.08,1.26,250.1,0.652,0.0672,5.5,3158.0,0.1813,0.167,9.58341,1,1
TOI-836 c,TOI-836,Transit,2023,8.59545,2.587,9.6,665.0,26.707,0.075,3.06,4552.0,0.665,0.678,27.5024,2,1
TOI-2338 b,TOI-2338,Transit,2023,22.65398,11.2089807,1900.61387386,799.0,13.8485,0.158,7.42,5581.0,1.05,0.99,313.996,1,1
TOI-1695 b,TOI-1695,Transit,2022,3.1342791,1.9,6.36,698.0,39.0,0.033548,5.0,3690.0,0.515,0.513,45.1309,1,1
TOI-836 b,TOI-836,Transit,2023,3.81673,1.704,4.53,871.0,78.838,0.0422,5.02,4552.0,0.665,0.678,27.5024,2,1
TOI-1937 A b,TOI-1937 A,Transit,2023,0.94667944,13.97759893,638.83509807,2097.0,3230.0,0.01932,1.28,5814.0,1.08,1.072,415.135,1,2
TOI-969 c,TOI-969,Radial Velocity,2022,1700.0,12.4,3591.4609991,96.4,0.0208,2.52,10.4,4435.0,0.671,0.734,77.2554,2,1
TOI-4184 b,TOI-4184,Transit,2023,4.9019804,2.43,6.48,412.0,4.8,0.0336,2.48,3238.0,0.2347,0.2109,69.3649,1,1
TOI-4010 c,TOI-4010,Transit,2023,5.414654,5.93,20.31,907.0,112.0,0.058,0.5,4960.0,0.83,0.88,177.504,4,1
TOI-715 b,TOI-715,Transit,2023,19.288004,1.55,3.02,234.0,0.67,0.083,4.46,3075.0,0.24,0.225,42.4048,1,1
TOI-4010 b,TOI-4010,Transit,2023,1.348335,3.02,11.0,1441.0,714.0,0.0229,2.2,4960.0,0.83,0.88,177.504,4,1
HN Lib b,HN Lib,Radial Velocity,2023,36.116,2.2,5.46,234.4,0.503,0.1417,2.82,3347.0,0.299,0.291,6.24442,1,1
TOI-2194 b,TOI-2194,Transit,2023,15.337597,1.9892,4.61,590.88,14.2526,,3.22,4756.0,0.6909,0.74,19.5711,1,1
TOI-2459 b,TOI-2459,Transit,2023,19.104718,2.9531,9.03,445.01,8.5187,,1.93,4195.0,0.6751,0.66,36.6113,1,1
TOI-4010 e,TOI-4010,Radial Velocity,2023,762.0,13.3,692.0,174.0,0.15,1.57,1.62,4960.0,0.83,0.88,177.504,4,1
TOI-1052 c,TOI-1052,Radial Velocity,2023,35.806,6.48,34.3,719.0,39.7,0.2263,0.693,6146.0,1.264,1.204,129.804,2,1
TOI-4308 b,TOI-4308,Transit,2023,9.151201,2.4189,6.43,763.05,55.3616,,2.5,5243.0,0.7934,0.9,108.932,1,1
TOI-5803 b,TOI-5803,Transit,2023,5.38305,3.2732,10.7,678.87,73.722,,1.68,5134.0,0.7625,0.87,84.0126,1,1
TOI-1470 b,TOI-1470,Transit,2023,2.527093,2.18,7.32,734.0,46.3,0.0285,3.86,3709.0,0.469,0.471,51.9503,2,1
TOI-1470 c,TOI-1470,Transit,2023,18.08816,2.47,7.24,373.0,3.35,0.106,2.66,3709.0,0.469,0.471,51.9503,2,1
HD 207496 b,HD 207496,Transit,2023,6.441008,2.25,6.1,743.0,72.9,0.0629,3.17,4819.0,0.769,0.8,23.606,1,1
Kepler-1655 b,Kepler-1655,Transit,2018,11.8728787,2.213,5.4,938.0,129.1,0.1029,2.72,6148.0,1.03,1.03,213.26,1,1
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205,0.853,2.4,1299.0,475.0,0.0758,19.0,6104.0,1.477,1.187,259.935,1,1
TOI-5678 b,TOI-5678,Transit,2023,47.73022,4.91,20.0,513.0,3.8369,0.249,0.928,5485.0,0.938,0.905,165.393,1,1
Kepler-454 b,Kepler-454,Transit,2015,10.5737534,2.37,5.4,916.0,117.7,0.09528,2.23,5687.0,1.066,1.03,230.869,3,2
TOI-1416 b,TOI-1416,Transit,2023,1.0697568,1.62,3.48,1517.0,883.0,0.019,4.5,4884.0,0.793,0.798,55.0135,1,1
K2-3 c,K2-3,Transit,2015,24.646729,1.582,2.68,371.8,3.17,0.1357,3.7,3844.0,0.546,0.549,44.0727,3,1
K2-3 b,K2-3,Transit,2015,10.0546535,2.078,5.11,501.3,10.5,0.0747,3.11,3844.0,0.546,0.549,44.0727,3,1
TOI-2095 b,TOI-2095,Transit,2023,17.66484,1.25,4.1,347.0,3.43,0.101,NaN,3759.0,0.44,0.44,41.9176,2,1
K2-36 b,K2-36,Transit,2016,1.422614,1.43,4.3,1328.0,519.0,0.02288,8.0,4916.0,0.718,0.79,109.749,2,1
K2-3 d,K2-3,Transit,2015,44.55603,1.458,2.2,305.2,1.44,0.2014,17.5,3844.0,0.546,0.549,44.0727,3,1
K2-38 c,K2-38,Transit,2016,10.56103,2.49,7.4,949.0,135.3,0.0959,2.63,5705.0,1.141,1.054,192.69,2,1
HD 3167 b,HD 3167,Transit,2016,0.959641,1.67,4.97,1774.0,1650.0,0.01796,5.6,5261.0,0.88,0.837,47.2899,4,1
K2-110 b,K2-110,Transit,2017,13.86375,2.592,15.9,638.0,27.7,0.10207,5.02,5010.0,0.713,0.738,116.474,1,1
HD 15906 b,HD 15906,Transit,2023,10.924709,2.24,5.65,668.0,33.14,0.09,2.76,4757.0,0.762,0.79,45.5621,2,1
TOI-411 b,HD 22946,Transit,2022,4.040295,1.362,13.71,1241.0,495.139,0.05727,18.96,6169.0,1.117,1.098,62.7792,3,1
HD 3167 c,HD 3167,Transit,2016,29.8454,3.0,11.13,564.0,16.9,0.1776,2.11,5261.0,0.88,0.837,47.2899,4,1
TOI-1221 b,TOI-1221,Transit,2023,91.68278,2.91,1112.3994245,440.0,6.06,0.387,NaN,5592.0,1.031,0.93,138.411,1,1
TOI-2000 b,TOI-2000,Transit,2023,3.09833,2.7,11.0,1488.0,628.0,0.04271,3.07,5611.0,1.134,1.082,175.713,2,1
TOI-5293 A b,TOI-5293 A,Transit,2023,2.930289,11.9,170.4,675.0,34.6,0.034,0.56,3586.0,0.52,0.54,162.229,1,2
K2-141 b,K2-141,Transit,2018,0.2803244,1.51,4.97,2103.0,3260.0,0.00747,7.93,4570.0,0.681,0.708,61.8736,2,1
LP 791-18 b,LP 791-18,Transit,2019,0.9479981,1.212,1.94,564.3,24.14,0.00978,5.99,2960.0,0.182,0.139,26.4927,3,1
LP 791-18 c,LP 791-18,Transit,2019,4.9899093,2.438,7.1,324.4,2.637,0.02961,2.69,2960.0,0.182,0.139,26.4927,3,1
LHS 1815 b,LHS 1815,Transit,2020,3.814334,1.088,1.58,617.0,26.3712,0.0404,6.7,3643.0,0.501,0.502,29.8424,1,1
LP 791-18 d,LP 791-18,Transit,2023,2.753436,1.032,0.9,395.5,5.83,0.01992,4.5,2960.0,0.182,0.139,26.4927,3,1
TOI-1235 b,TOI-1235,Transit,2020,3.444714,1.69,6.69,775.0,60.3,0.03845,7.25,3997.0,0.619,0.63,39.6345,1,1
TOI-1634 b,TOI-1634,Transit,2021,0.9893455,1.773,7.57,924.0,121.0,0.01545,7.6,3472.0,0.45,0.451,35.2736,2,2
TOI-2641 b,TOI-2641,Transit,2023,4.880974,18.10250383,122.6817651,1387.0,602.0,0.0607,0.092,6100.0,1.336,1.16,344.045,1,1
WASP-193 b,WASP-193,Transit,2023,6.2463345,16.40994774,44.17814857,1254.0,413.0,0.0676,0.059,6078.0,1.239,1.059,362.087,1,1
TOI-778 b,TOI-778,Transit,2023,4.633611,15.4,878.0,1561.0,734.672,0.06,1.3,6643.0,1.71,1.4,161.743,1,1
TOI-2373 b,TOI-2373,Transit,2023,13.33668,10.42435205,2955.8041851,860.0,69.8726,0.112,14.4,5651.0,1.102,1.041,508.686,1,1
TOI-4438 b,TOI-4438,Transit,2024,7.44628,2.52,5.4,435.0,6.0,0.0534,1.85,3422.0,0.372,0.368,30.0346,1,1
TOI-4201 b,TOI-4201,Transit,2023,3.5819194,13.67495645,788.21444936,725.0,45.2,0.04,1.82,3794.0,0.63,0.61,189.011,1,1
TOI-5398 b,TOI-5398,Transit,2022,10.590547,10.3,58.7,947.0,118.413,0.098,0.29,6000.0,1.051,1.146,130.855,2,1
TOI-1853 b,TOI-1853,Transit,2023,1.2436258,3.46,73.2,1479.0,435.33,0.0213,9.74,4985.0,0.808,0.837,165.105,1,1
TOI-5344 b,TOI-5344,Transit,2023,3.792622,10.60369574,130.94530368,689.0,38.0,0.04041,0.604,3747.0,0.588,0.612,138.367,1,1
TOI-5398 c,TOI-5398,Transit,2023,4.77271,3.52,11.8,1242.0,370.603,0.057,1.5,6000.0,1.051,1.146,130.855,2,1
Kepler-139 d,Kepler-139,Transit,2023,7.305699922,1.695,2.0,972.0,172.3,0.0755533961,5.270467,5622.0,1.045,1.078,391.038,5,1
HIP 113103 c,HIP 113103,Transit,2023,14.245648,2.4,6.35,585.0,180.487,0.10479,2.52,4930.0,0.742,0.761,46.2122,2,1
Kepler-1513 b,Kepler-1513,Transit,2016,160.8842,8.594,48.30991786,346.0,2.23,0.56971,1.304,5491.0,0.95,0.943,349.247,2,1
TOI-5126 b,TOI-5126,Transit,2023,5.4588385,4.74,20.2,1442.0,467.0,0.06519,1.04,6150.0,1.241,1.24,160.414,2,1
Kepler-849 b,Kepler-849,Transit,2016,394.62508,8.08167508,298.75870258,362.7,2.86,1.137,3.09,5950.0,1.822,1.259,822.134,1,1
Kepler-553 c,Kepler-553,Transit,2016,328.24017,11.57887706,2129.4503269,251.0,0.589,0.898,7.53,5191.0,0.902,0.889,728.525,2,1
TOI-1801 b,TOI-1801,Transit,2023,10.64387,2.079,5.738,493.7,10.7276,0.075,3.701,3863.0,0.547,0.556,30.6796,1,2
TOI-5126 c,TOI-5126,Transit,2023,17.8999,3.86,14.2,971.0,96.0,0.1439,1.36,6150.0,1.241,1.24,160.414,2,1
GJ 724 b,GJ 724,Radial Velocity,2023,5.101284,3.27,10.75,611.0,23.32,0.04685,1.69,3799.0,0.52226,0.5271,16.9658,1,1
HAT-P-65 b,HAT-P-65,Transit,2016,2.60544751,18.05766791,176.07693748,1818.0,1821.0,0.04042,0.164,5872.0,1.666,1.297,738.519,1,1
TOI-1136 e,TOI-1136,Transit,2022,18.801,2.639,6.07,737.0,48.4771,0.14,1.81,5770.0,0.968,1.022,84.5362,6,1
TOI-4641 b,TOI-4641,Transit,2023,22.09341,8.18255591,1229.99593509,950.11,192.5802,0.173,NaN,6560.0,1.72,1.41,86.3501,1,1
Wolf 327 b,Wolf 327,Transit,2024,0.5734745,1.24,2.53,996.0,233.9,0.01,7.24,3542.0,0.406,0.405,28.5321,1,1
TOI-1136 d,TOI-1136,Transit,2022,12.5199,4.627,8.35,843.0,626.362,0.1062,1.81,5770.0,0.968,1.022,84.5362,6,1
TOI-1994 b,TOI-1994,Transit,2024,4.0337142,13.67495645,7024.0077947,2290.0,1910.26,0.0613,15.0,7700.0,2.3,1.86,515.603,1,1
TOI-4515 b,TOI-4515,Transit,2024,15.266446,12.17,637.0,705.0,42.2987,0.118,1.941,5433.0,0.86,0.949,193.499,1,1
TOI-1136 f,TOI-1136,Transit,2022,26.321,3.73591482,9.7,658.0,26.4328,0.174,0.89,5770.0,0.968,1.022,84.5362,6,1
LHS 1678 b,LHS 1678,Transit,2021,0.8602325,0.685,0.35,830.44,94.3,0.01239,6.0,3490.0,0.329,0.345,19.8782,3,2
AU Mic b,AU Mic,Transit,2020,8.46308,3.95677019,20.12,600.0,21.2,0.0649,1.32,3678.0,0.744,0.51,9.7221,3,1
AU Mic c,AU Mic,Transit,2021,18.85969,2.52202066,9.6,459.0,7.3,0.1108,1.22,3678.0,0.744,0.51,9.7221,3,1
GJ 9827 b,GJ 9827,Transit,2017,1.208974,1.44,4.28,1035.01,318.0,0.0189,7.858,4236.0,0.58,0.62,29.661,3,1
TOI-2141 b,TOI-2141,Transit,2023,18.26157,3.05,24.0,722.0,57.4643,0.133,4.6,5659.0,0.98,0.94,77.682,1,1
LTT 3780 c,LTT 3780,Transit,2020,12.252284,2.39,8.04,359.0,2.76,0.0757,3.24,3358.0,0.38,0.381,21.9814,2,2
V1298 Tau e,V1298 Tau,Transit,2019,53.5,9.97599282,321.00669107,492.0,10.0,0.2409,1.79,4941.0,1.43,1.26,108.199,4,3
Teegarden's Star b,Teegarden's Star,Radial Velocity,2019,4.90634,1.05,1.16,277.0,1.08,0.0259,5.51,3034.0,0.12,0.097,3.83078,3,1
Teegarden's Star c,Teegarden's Star,Radial Velocity,2019,11.416,1.02,1.05,209.0,0.35,0.0455,5.44,3034.0,0.12,0.097,3.83078,3,1
TOI-2134 b,TOI-2134,Transit,2023,9.2292005,2.69,9.13,666.0,32.0,0.078,2.607,4580.0,0.709,0.744,22.6202,2,1
TOI-544 b,TOI-544,Transit,2022,1.548352,2.018,2.89,999.0,240.195,0.0225,1.93,4169.0,0.623,0.631,41.1166,2,1
Teegarden's Star d,Teegarden's Star,Radial Velocity,2024,26.13,0.954,0.82,159.0,0.12,0.0791,5.19,3034.0,0.12,0.097,3.83078,3,1
TOI-1199 b,TOI-1199,Transit,2024,3.671463,10.5140239,75.96098927,1486.0,324.114,0.04988,0.358,5710.0,1.45,1.23,248.427,1,1
TOI-2134 c,TOI-2134,Transit,2023,95.5,7.27,41.89,306.0,1.4,0.371,0.599,4580.0,0.709,0.744,22.6202,2,1
TOI-2010 b,TOI-2010,Transit,2023,141.834025,11.81426566,408.7273314,400.2,4.09,0.5516,1.36,5929.0,1.079,1.112,109.19,1,1
TOI-3919 b,TOI-3919,Transit,2024,7.433234,12.31866979,1233.17421916,1198.0,184.322,0.0795,3.63,6100.0,1.319,1.208,604.591,1,1
TOI-4153 b,TOI-4153,Transit,2024,4.6174141,16.11851425,365.50266805,1669.0,1212.0072,0.06311,0.477,6860.0,1.605,1.572,423.84,1,1
